Date,Views,Subscribers gained
2020-09-04,25,0
2020-09-05,32,0
2020-09-06,31,0
2020-09-07,24,0
2020-09-08,27,0
2020-09-09,23,1
2020-09-10,29,0
2020-09-11,22,0
2020-09-12,50,0
2020-09-13,27,0
2020-09-14,31,0
2020-09-15,26,0
2020-09-16,35,0
2020-09-17,30,0
2020-09-18,31,1
2020-09-19,32,0
2020-09-20,26,0
2020-09-21,30,0
2020-09-22,22,1
2020-09-23,19,0
2020-09-24,23,0
2020-09-25,41,0
2020-09-26,35,0
2020-09-27,34,0
2020-09-28,14,0
2020-09-29,30,0
2020-09-30,18,0
2020-10-01,20,0
2020-10-02,23,1
2020-10-03,36,0
2020-10-04,30,0
2020-10-05,19,0
2020-10-06,21,0
2020-10-07,17,0
2020-10-08,24,1
2020-10-09,35,0
2020-10-10,21,0
2020-10-11,27,0
2020-10-12,22,0
2020-10-13,17,1
2020-10-14,27,0
2020-10-15,28,0
2020-10-16,28,0
2020-10-17,31,0
2020-10-18,33,0
2020-10-19,28,0
2020-10-20,16,0
2020-10-21,27,0
2020-10-22,15,1
2020-10-23,26,0
2020-10-24,18,0
2020-10-25,26,0
2020-10-26,23,0
2020-10-27,23,0
2020-10-28,23,0
2020-10-29,20,0
2020-10-30,23,0
2020-10-31,40,0
2020-11-01,28,0
2020-11-02,19,0
2020-11-03,20,0
2020-11-04,29,0
2020-11-05,16,0
2020-11-06,26,0
2020-11-07,26,0
2020-11-08,33,0
2020-11-09,34,0
2020-11-10,29,0
2020-11-11,21,0
2020-11-12,15,0
2020-11-13,24,0
2020-11-14,28,0
2020-11-15,33,0
2020-11-16,27,0
2020-11-17,31,0
2020-11-18,28,0
2020-11-19,28,0
2020-11-20,29,0
2020-11-21,25,0
2020-11-22,15,0
2020-11-23,21,0
2020-11-24,27,0
2020-11-25,27,0
2020-11-26,33,1
2020-11-27,24,1
2020-11-28,18,0
2020-11-29,30,0
2020-11-30,31,0
2020-12-01,28,0
2020-12-02,23,0
2020-12-03,31,0
2020-12-04,20,0
2020-12-05,26,0
2020-12-06,28,0
2020-12-07,17,0
2020-12-08,20,0
2020-12-09,19,0
2020-12-10,21,0
2020-12-11,24,0
2020-12-12,27,0
2020-12-13,23,0
2020-12-14,19,0
2020-12-15,10,0
2020-12-16,17,0
2020-12-17,18,0
2020-12-18,23,0
2020-12-19,27,1
2020-12-20,34,0
2020-12-21,26,0
2020-12-22,34,0
2020-12-23,35,0
2020-12-24,29,0
2020-12-25,26,0
2020-12-26,38,0
2020-12-27,48,0
2020-12-28,54,1
2020-12-29,27,0
2020-12-30,35,0
2020-12-31,36,0
2021-01-01,41,0
2021-01-02,32,0
2021-01-03,32,0
2021-01-04,31,0
2021-01-05,41,1
2021-01-06,25,0
2021-01-07,36,0
2021-01-08,36,0
2021-01-09,21,0
2021-01-10,35,0
2021-01-11,25,0
2021-01-12,29,0
2021-01-13,30,0
2021-01-14,37,0
2021-01-15,27,0
2021-01-16,28,0
2021-01-17,32,0
2021-01-18,21,0
2021-01-19,34,0
2021-01-20,24,0
2021-01-21,20,0
2021-01-22,26,0
2021-01-23,25,0
2021-01-24,30,0
2021-01-25,26,0
2021-01-26,23,0
2021-01-27,24,0
2021-01-28,25,0
2021-01-29,36,0
2021-01-30,25,0
2021-01-31,39,0
2021-02-01,26,0
2021-02-02,15,0
2021-02-03,34,0
2021-02-04,36,0
2021-02-05,24,0
2021-02-06,34,0
2021-02-07,29,0
2021-02-08,28,1
2021-02-09,25,0
2021-02-10,22,0
2021-02-11,24,0
2021-02-12,30,0
2021-02-13,21,0
2021-02-14,33,0
2021-02-15,32,0
2021-02-16,24,0
2021-02-17,25,0
2021-02-18,26,0
2021-02-19,28,0
2021-02-20,23,0
2021-02-21,27,0
2021-02-22,29,0
2021-02-23,21,0
2021-02-24,17,0
2021-02-25,27,0
2021-02-26,19,0
2021-02-27,21,0
2021-02-28,23,0
2021-03-01,22,0
2021-03-02,20,0
2021-03-03,26,0
2021-03-04,13,0
2021-03-05,26,0
2021-03-06,27,0
2021-03-07,23,0
2021-03-08,22,0
2021-03-09,16,0
2021-03-10,20,0
2021-03-11,24,0
2021-03-12,20,0
2021-03-13,22,0
2021-03-14,25,0
2021-03-15,24,0
2021-03-16,19,0
2021-03-17,11,0
2021-03-18,18,0
2021-03-19,24,0
2021-03-20,22,0
2021-03-21,21,0
2021-03-22,32,0
2021-03-23,29,0
2021-03-24,32,0
2021-03-25,28,0
2021-03-26,22,0
2021-03-27,26,0
2021-03-28,28,0
2021-03-29,27,0
2021-03-30,23,0
2021-03-31,21,0
2021-04-01,21,0
2021-04-02,26,0
2021-04-03,44,0
2021-04-04,17,0
2021-04-05,32,0
2021-04-06,24,0
2021-04-07,21,0
2021-04-08,18,0
2021-04-09,25,0
2021-04-10,29,0
2021-04-11,33,0
2021-04-12,21,0
2021-04-13,22,0
2021-04-14,29,0
2021-04-15,27,0
2021-04-16,25,0
2021-04-17,30,0
2021-04-18,33,0
2021-04-19,33,0
2021-04-20,16,0
2021-04-21,19,0
2021-04-22,23,0
2021-04-23,23,0
2021-04-24,24,0
2021-04-25,38,0
2021-04-26,16,0
2021-04-27,19,0
2021-04-28,20,0
2021-04-29,22,0
2021-04-30,12,0
2021-05-01,22,0
2021-05-02,26,0
2021-05-03,23,0
2021-05-04,12,0
2021-05-05,19,0
2021-05-06,14,0
2021-05-07,14,0
2021-05-08,24,0
2021-05-09,16,0
2021-05-10,14,0
2021-05-11,27,0
2021-05-12,13,0
2021-05-13,17,0
2021-05-14,13,0
2021-05-15,13,0
2021-05-16,16,0
2021-05-17,14,0
2021-05-18,13,0
2021-05-19,22,0
2021-05-20,17,0
2021-05-21,9,0
2021-05-22,23,0
2021-05-23,20,0
2021-05-24,25,0
2021-05-25,16,0
2021-05-26,11,0
2021-05-27,14,0
2021-05-28,30,0
2021-05-29,19,0
2021-05-30,19,0
2021-05-31,21,0
2021-06-01,24,0
2021-06-02,21,0
2021-06-03,27,0
2021-06-04,16,0
2021-06-05,24,0
2021-06-06,23,0
2021-06-07,11,0
2021-06-08,18,0
2021-06-09,18,0
2021-06-10,14,0
2021-06-11,26,0
2021-06-12,13,0
2021-06-13,18,0
2021-06-14,24,0
2021-06-15,20,0
2021-06-16,27,0
2021-06-17,18,0
2021-06-18,24,0
2021-06-19,14,0
2021-06-20,28,0
2021-06-21,17,0
2021-06-22,16,0
2021-06-23,36,0
2021-06-24,19,0
2021-06-25,17,0
2021-06-26,16,0
2021-06-27,16,0
2021-06-28,20,0
2021-06-29,14,0
2021-06-30,30,0
2021-07-01,33,0
2021-07-02,24,0
2021-07-03,24,0
2021-07-04,19,0
2021-07-05,27,0
2021-07-06,17,0
2021-07-07,37,0
2021-07-08,27,0
2021-07-09,23,0
2021-07-10,19,1
2021-07-11,28,0
2021-07-12,25,0
2021-07-13,44,0
2021-07-14,44,0
2021-07-15,23,0
2021-07-16,16,0
2021-07-17,28,0
2021-07-18,30,0
2021-07-19,33,1
2021-07-20,14,0
2021-07-21,19,0
2021-07-22,12,0
2021-07-23,15,0
2021-07-24,22,1
2021-07-25,12,0
2021-07-26,22,0
2021-07-27,21,0
2021-07-28,11,0
2021-07-29,21,0
2021-07-30,15,0
2021-07-31,27,0
2021-08-01,18,0
2021-08-02,19,0
2021-08-03,19,0
2021-08-04,14,0
2021-08-05,17,0
2021-08-06,15,0
2021-08-07,23,0
2021-08-08,17,0
2021-08-09,20,0
2021-08-10,10,0
2021-08-11,20,0
2021-08-12,13,0
2021-08-13,15,0
2021-08-14,25,0
2021-08-15,17,0
2021-08-16,23,0
2021-08-17,20,0
2021-08-18,12,0
2021-08-19,17,0
2021-08-20,14,0
2021-08-21,16,0
2021-08-22,15,0
2021-08-23,10,0
2021-08-24,19,0
2021-08-25,13,0
2021-08-26,23,0
2021-08-27,17,0
2021-08-28,16,0
2021-08-29,17,0
2021-08-30,23,0
2021-08-31,16,0
2021-09-01,29,0
2021-09-02,19,1
2021-09-03,26,0
2021-09-04,17,0
2021-09-05,21,0
2021-09-06,32,0
2021-09-07,24,0
2021-09-08,20,0
2021-09-09,14,0
2021-09-10,23,0
2021-09-11,30,0
2021-09-12,30,0
2021-09-13,25,0
2021-09-14,21,0
2021-09-15,22,0
2021-09-16,25,0
2021-09-17,21,0
2021-09-18,35,0
2021-09-19,30,0
2021-09-20,24,1
2021-09-21,23,0
2021-09-22,21,1
2021-09-23,19,0
2021-09-24,22,1
2021-09-25,22,0
2021-09-26,38,0
2021-09-27,15,0
2021-09-28,29,0
2021-09-29,20,0
2021-09-30,22,0
2021-10-01,22,0
2021-10-02,27,0
2021-10-03,37,0
2021-10-04,28,0
2021-10-05,34,0
2021-10-06,28,0
2021-10-07,12,0
2021-10-08,21,0
2021-10-09,19,0
2021-10-10,21,0
2021-10-11,16,0
2021-10-12,21,0
2021-10-13,20,0
2021-10-14,20,0
2021-10-15,18,0
2021-10-16,20,2
2021-10-17,20,0
2021-10-18,23,0
2021-10-19,17,0
2021-10-20,18,0
2021-10-21,18,0
2021-10-22,11,0
2021-10-23,20,0
2021-10-24,14,0
2021-10-25,17,0
2021-10-26,21,0
2021-10-27,26,0
2021-10-28,19,0
2021-10-29,27,0
2021-10-30,27,0
2021-10-31,18,0
2021-11-01,18,0
2021-11-02,24,0
2021-11-03,16,0
2021-11-04,26,0
2021-11-05,19,0
2021-11-06,23,0
2021-11-07,14,0
2021-11-08,22,0
2021-11-09,18,0
2021-11-10,33,0
2021-11-11,19,0
2021-11-12,22,0
2021-11-13,26,0
2021-11-14,22,1
2021-11-15,26,1
2021-11-16,22,0
2021-11-17,32,0
2021-11-18,25,0
2021-11-19,30,0
2021-11-20,17,0
2021-11-21,34,0
2021-11-22,25,0
2021-11-23,35,0
2021-11-24,25,0
2021-11-25,20,0
2021-11-26,27,0
2021-11-27,37,0
2021-11-28,26,0
2021-11-29,24,0
2021-11-30,26,0
2021-12-01,29,0
2021-12-02,22,0
2021-12-03,28,0
2021-12-04,33,0
2021-12-05,25,0
2021-12-06,17,1
2021-12-07,20,0
2021-12-08,18,0
2021-12-09,18,0
2021-12-10,21,0
2021-12-11,25,0
2021-12-12,35,0
2021-12-13,14,0
2021-12-14,19,0
2021-12-15,11,0
2021-12-16,18,0
2021-12-17,38,0
2021-12-18,19,0
2021-12-19,23,0
2021-12-20,22,0
2021-12-21,19,0
2021-12-22,32,0
2021-12-23,16,0
2021-12-24,19,0
2021-12-25,24,0
2021-12-26,27,0
2021-12-27,30,0
2021-12-28,35,0
2021-12-29,22,0
2021-12-30,26,0
2021-12-31,23,0
2022-01-01,29,0
2022-01-02,27,0
2022-01-03,26,0
2022-01-04,23,1
2022-01-05,22,0
2022-01-06,19,0
2022-01-07,19,0
2022-01-08,30,0
2022-01-09,32,0
2022-01-10,17,0
2022-01-11,21,0
2022-01-12,26,0
2022-01-13,23,0
2022-01-14,29,0
2022-01-15,24,0
2022-01-16,31,0
2022-01-17,36,0
2022-01-18,36,0
2022-01-19,36,0
2022-01-20,17,0
2022-01-21,30,0
2022-01-22,22,0
2022-01-23,22,0
2022-01-24,35,0
2022-01-25,35,0
2022-01-26,19,0
2022-01-27,25,1
2022-01-28,40,0
2022-01-29,36,0
2022-01-30,33,0
2022-01-31,40,1
2022-02-01,21,0
2022-02-02,25,0
2022-02-03,23,0
2022-02-04,26,0
2022-02-05,33,0
2022-02-06,25,0
2022-02-07,24,0
2022-02-08,13,0
2022-02-09,26,0
2022-02-10,26,0
2022-02-11,32,0
2022-02-12,35,0
2022-02-13,37,0
2022-02-14,24,0
2022-02-15,24,0
2022-02-16,34,0
2022-02-17,27,0
2022-02-18,25,0
2022-02-19,26,0
2022-02-20,36,0
2022-02-21,29,1
2022-02-22,24,0
2022-02-23,26,0
2022-02-24,25,0
2022-02-25,15,0
2022-02-26,35,0
2022-02-27,25,0
2022-02-28,21,0
2022-03-01,15,0
2022-03-02,24,0
2022-03-03,24,0
2022-03-04,24,0
2022-03-05,20,0
2022-03-06,20,0
2022-03-07,21,0
2022-03-08,21,0
2022-03-09,15,0
2022-03-10,17,0
2022-03-11,21,1
2022-03-12,31,0
2022-03-13,21,0
2022-03-14,21,0
2022-03-15,17,0
2022-03-16,18,0
2022-03-17,17,0
2022-03-18,18,0
2022-03-19,35,0
2022-03-20,19,0
2022-03-21,21,0
2022-03-22,29,1
2022-03-23,24,0
2022-03-24,20,0
2022-03-25,22,0
2022-03-26,21,0
2022-03-27,32,0
2022-03-28,20,0
2022-03-29,21,0
2022-03-30,13,0
2022-03-31,15,0
2022-04-01,14,0
2022-04-02,22,0
2022-04-03,18,0
2022-04-04,20,0
2022-04-05,16,0
2022-04-06,12,0
2022-04-07,14,0
2022-04-08,15,0
2022-04-09,32,0
2022-04-10,22,0
2022-04-11,24,0
2022-04-12,16,0
2022-04-13,24,0
2022-04-14,25,0
2022-04-15,35,0
2022-04-16,23,0
2022-04-17,27,0
2022-04-18,32,0
2022-04-19,15,0
2022-04-20,27,0
2022-04-21,26,0
2022-04-22,16,0
2022-04-23,30,0
2022-04-24,30,0
2022-04-25,15,0
2022-04-26,20,0
2022-04-27,23,0
2022-04-28,19,0
2022-04-29,16,0
2022-04-30,32,0
2022-05-01,22,0
2022-05-02,23,0
2022-05-03,25,0
2022-05-04,24,0
2022-05-05,16,0
2022-05-06,23,0
2022-05-07,42,0
2022-05-08,20,0
2022-05-09,24,0
2022-05-10,24,0
2022-05-11,21,0
2022-05-12,17,0
2022-05-13,22,0
2022-05-14,36,0
2022-05-15,17,0
2022-05-16,18,1
2022-05-17,17,0
2022-05-18,20,0
2022-05-19,29,0
2022-05-20,25,0
2022-05-21,37,0
2022-05-22,29,0
2022-05-23,29,0
2022-05-24,25,0
2022-05-25,27,0
2022-05-26,16,0
2022-05-27,32,0
2022-05-28,25,0
2022-05-29,22,0
2022-05-30,33,0
2022-05-31,20,0
2022-06-01,23,0
2022-06-02,13,0
2022-06-03,20,0
2022-06-04,38,1
2022-06-05,25,0
2022-06-06,22,0
2022-06-07,17,0
2022-06-08,27,0
2022-06-09,25,0
2022-06-10,29,0
2022-06-11,19,0
2022-06-12,19,0
2022-06-13,13,0
2022-06-14,26,0
2022-06-15,27,0
2022-06-16,27,0
2022-06-17,24,0
2022-06-18,26,0
2022-06-19,30,0
2022-06-20,28,0
2022-06-21,22,0
2022-06-22,28,0
2022-06-23,17,0
2022-06-24,26,0
2022-06-25,17,0
2022-06-26,27,0
2022-06-27,19,1
2022-06-28,17,0
2022-06-29,19,0
2022-06-30,24,0
2022-07-01,24,0
2022-07-02,19,0
2022-07-03,18,0
2022-07-04,16,0
2022-07-05,22,0
2022-07-06,22,0
2022-07-07,18,0
2022-07-08,25,1
2022-07-09,20,0
2022-07-10,24,0
2022-07-11,19,0
2022-07-12,26,0
2022-07-13,29,2
2022-07-14,19,0
2022-07-15,18,0
2022-07-16,26,0
2022-07-17,24,0
2022-07-18,16,0
2022-07-19,18,0
2022-07-20,17,0
2022-07-21,26,0
2022-07-22,32,0
2022-07-23,24,0
2022-07-24,26,0
2022-07-25,18,0
2022-07-26,22,0
2022-07-27,7,0
2022-07-28,18,0
2022-07-29,21,0
2022-07-30,15,0
2022-07-31,27,0
2022-08-01,14,0
2022-08-02,25,0
2022-08-03,19,0
2022-08-04,20,0
2022-08-05,19,0
2022-08-06,16,0
2022-08-07,19,0
2022-08-08,17,0
2022-08-09,21,0
2022-08-10,15,0
2022-08-11,19,0
2022-08-12,18,0
2022-08-13,21,0
2022-08-14,31,0
2022-08-15,26,0
2022-08-16,16,0
2022-08-17,24,0
2022-08-18,15,0
2022-08-19,7,0
2022-08-20,14,0
2022-08-21,26,0
2022-08-22,12,0
2022-08-23,25,0
2022-08-24,17,1
2022-08-25,19,0
2022-08-26,9,0
2022-08-27,25,1
2022-08-28,18,0
2022-08-29,13,0
2022-08-30,20,0
2022-08-31,14,0
2022-09-01,10,0
2022-09-02,9,0
2022-09-03,9,0
2022-09-04,16,0
2022-09-05,13,0
2022-09-06,12,0
2022-09-07,19,0
2022-09-08,13,0
2022-09-09,15,0
2022-09-10,13,0
2022-09-11,20,0
2022-09-12,21,0
2022-09-13,13,0
2022-09-14,13,0
2022-09-15,12203,14
2022-09-16,4177,5
2022-09-17,5156,4
2022-09-18,6459,10
2022-09-19,378,0
2022-09-20,2341,3
2022-09-21,1394,4
2022-09-22,487,0
2022-09-23,410,0
2022-09-24,320,0
2022-09-25,116,0
2022-09-26,40,0
2022-09-27,22,1
2022-09-28,4640,5
2022-09-29,4871,9
2022-09-30,317,0
2022-10-01,183,1
2022-10-02,690,1
2022-10-03,2000,3
2022-10-04,30,0
2022-10-05,47,0
2022-10-06,38,0
2022-10-07,21,0
2022-10-08,40,0
2022-10-09,36,0
2022-10-10,19,0
2022-10-11,17,0
2022-10-12,12,0
2022-10-13,399,0
2022-10-14,872,0
2022-10-15,736,1
2022-10-16,55,0
2022-10-17,16,0
2022-10-18,22,0
2022-10-19,18,0
2022-10-20,21,0
2022-10-21,15,0
2022-10-22,21,0
2022-10-23,20,0
2022-10-24,19,1
2022-10-25,21,0
2022-10-26,16,0
2022-10-27,16,0
2022-10-28,18,0
2022-10-29,45,0
2022-10-30,31,0
2022-10-31,21,0
2022-11-01,21,0
2022-11-02,21,0
2022-11-03,14,0
2022-11-04,22,0
2022-11-05,14,0
2022-11-06,18,0
2022-11-07,18,0
2022-11-08,10308,13
2022-11-09,3363,3
2022-11-10,4225,16
2022-11-11,8302,15
2022-11-12,233,0
2022-11-13,1038,2
2022-11-14,2381,4
2022-11-15,922,1
2022-11-16,8985,10
2022-11-17,11566,18
2022-11-18,8557,15
2022-11-19,5012,5
2022-11-20,1744,3
2022-11-21,8336,15
2022-11-22,3023,11
2022-11-23,926,1
2022-11-24,3905,13
2022-11-25,4380,10
2022-11-26,2622,4
2022-11-27,4807,8
2022-11-28,2110,6
2022-11-29,1019,2
2022-11-30,3000,2
2022-12-01,3182,5
2022-12-02,7244,18
2022-12-03,1590,2
2022-12-04,1028,0
2022-12-05,841,2
2022-12-06,1749,8
2022-12-07,437,0
2022-12-08,569,0
2022-12-09,337,0
2022-12-10,175,2
2022-12-11,105,0
2022-12-12,119,1
2022-12-13,138,1
2022-12-14,177,1
2022-12-15,145,0
2022-12-16,118,0
2022-12-17,128,0
2022-12-18,128,0
2022-12-19,120,0
2022-12-20,181,2
2022-12-21,174,1
2022-12-22,291,1
2022-12-23,177,0
2022-12-24,201,1
2022-12-25,221,1
2022-12-26,222,3
2022-12-27,275,3
2022-12-28,247,0
2022-12-29,185,0
2022-12-30,121,0
2022-12-31,190,0
2023-01-01,212,0
2023-01-02,207,1
2023-01-03,89,0
2023-01-04,140,0
2023-01-05,164,0
2023-01-06,147,1
2023-01-07,136,0
2023-01-08,131,0
2023-01-09,90,0
2023-01-10,84,0
2023-01-11,173,0
2023-01-12,198,0
2023-01-13,315,2
2023-01-14,260,0
2023-01-15,238,0
2023-01-16,113,0
2023-01-17,76,1
2023-01-18,98,0
2023-01-19,94,1
2023-01-20,173,1
2023-01-21,157,0
2023-01-22,202,1
2023-01-23,113,1
2023-01-24,128,0
2023-01-25,157,1
2023-01-26,124,0
2023-01-27,151,0
2023-01-28,3629,8
2023-01-29,945,3
2023-01-30,132,2
2023-01-31,93,0
2023-02-01,168,0
2023-02-02,46,0
2023-02-03,41,0
2023-02-04,47,1
2023-02-05,58,0
2023-02-06,49,0
2023-02-07,60,0
2023-02-08,608,0
2023-02-09,2149,1
2023-02-10,523,1
2023-02-11,101,0
2023-02-12,94,0
2023-02-13,72,0
2023-02-14,98,0
2023-02-15,47,0
2023-02-16,137,0
2023-02-17,69,0
2023-02-18,76,1
2023-02-19,50,0
2023-02-20,63,0
2023-02-21,42,0
2023-02-22,34,0
2023-02-23,38,0
2023-02-24,55,0
2023-02-25,59,0
2023-02-26,41,0
2023-02-27,40,0
2023-02-28,26,0
2023-03-01,25,0
2023-03-02,33,0
2023-03-03,34,0
2023-03-04,31,0
2023-03-05,34,0
2023-03-06,25,0
2023-03-07,24,0
2023-03-08,42,0
2023-03-09,22,0
2023-03-10,27,0
2023-03-11,34,0
2023-03-12,24,0
2023-03-13,22,0
2023-03-14,25,0
2023-03-15,23,0
2023-03-16,16,0
2023-03-17,27,0
2023-03-18,31,0
2023-03-19,31,0
2023-03-20,31,0
2023-03-21,25,0
2023-03-22,39,0
2023-03-23,18,0
2023-03-24,28,1
2023-03-25,30,1
2023-03-26,34,0
2023-03-27,17,0
2023-03-28,372,3
2023-03-29,448,0
2023-03-30,38,1
2023-03-31,29,0
2023-04-01,27,0
2023-04-02,29,0
2023-04-03,30,0
2023-04-04,20,0
2023-04-05,16,0
2023-04-06,23,0
2023-04-07,18,0
2023-04-08,28,0
2023-04-09,18,0
2023-04-10,22,0
2023-04-11,17,0
2023-04-12,16,0
2023-04-13,14,0
2023-04-14,19,0
2023-04-15,27,0
2023-04-16,24,0
2023-04-17,21,0
2023-04-18,10,0
2023-04-19,21,2
2023-04-20,25,0
2023-04-21,22,0
2023-04-22,29,0
2023-04-23,18,0
2023-04-24,28,0
2023-04-25,21,0
2023-04-26,26,0
2023-04-27,18,0
2023-04-28,15,0
2023-04-29,17,1
2023-04-30,27,0
2023-05-01,19,1
2023-05-02,16,0
2023-05-03,8,0
2023-05-04,18,0
2023-05-05,13,0
2023-05-06,21,0
